smiles,mutagenicity
S=c1scc(-c2ccccc2)s1,0
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,0
CC(=O)N(C)c1ccc(N=Nc2ccc(N(C)C(C)=O)cc2)cc1,0
CCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,1
O=C(O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,0
Cc1ccc([N+](=O)[O-])c(C)c1[N+](=O)[O-],1
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,0
CCNS(=O)(=O)c1ccc(C)cc1,0
CNCC(O)c1ccc(O)c(O)c1,0
c1cc(OCC2CO2)c2sncc2c1,1
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0
O=[N+]([O-])c1ccc2c([N+](=O)[O-])cc3cccc([N+](=O)[O-])c3c2c1,1
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,1
Oc1cccc2c1ccc1[nH]c3ccc4ccccc4c3c12,1
c1ccc2c(c1)COC2,1
Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,0
CC(OP(C)(=O)Cl)C(C)(C)C,0
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,1
CC1CCC(C(C)C)C(=O)C1,1
CCC(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,1
Cc1ccc(C)c2c1c1ccccc1n2C,1
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,1
Nc1ccc2c(c1)-c1cccc3cccc-2c13,1
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1CCCl,0
CCC(C)c1ccccc1O,0
c1scc2c1-c1cscc1C1OC21,1
NCCS,0
CC(CCC(=O)O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CC(=O)C12C,0
c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,1
COc1ccc2c(c1)-c1nccc3cc(OC)c(OC)c(c13)C2=O,1
O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,0
O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4c5c(c1c2c34)CCCC5,1
CC(=O)CN(CC(C)O)N=O,1
c1cc2c3c(c1)C1NC1c1cccc(c1-3)C1NC21,1
Clc1ccc2c(c1)C(c1ccccc1)=NC=C1NN=CN12,0
NCCS(=O)(=O)O,0
O=C(O)C(Br)Br,1
Nc1cccc2nc3c(N)cccc3nc12,1
Nc1cc2ccccc2c2ccccc12,1
O=C1OC(O)C(C(Cl)Cl)=C1Cl,1
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,0
C=CC1(C)CO1,0
OC1C=Cc2ccc3nc4ccc5ccccc5c4cc3c2C1O,1
CC(C)CCCC(C)C1CCC2C3CC=C4CCCCC4(C)C3CCC12C,0
C#CC1(OC(=O)CCCCCC)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0
CCCC(O)C(CC)CO,0
Oc1ccc(Cl)cc1Cc1ccccc1,0
Cn1c(=NN)sc2ccccc21,1
CCCCCCCCCCCCCC(=O)O,0
Nc1ccc(Cl)cc1[N+](=O)[O-],1
CCSCCOP(=S)(OC)OC,0
C=C(C#N)C(=O)OC,1
COC(=O)C(CSCCBr)NC(C)=O,1
CCCCCCCCCCCCC1CO1,0
CCOP(=S)(OCC)SCCl,0
O=C(Cl)OCc1ccccc1,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,0
O=C(O)CCc1c[nH]c2ccccc12,0
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,1
O=[N+]([O-])c1cc2c3c(c1)CCc1c4c(cc(c1-3)CC2)CCCC4,1
C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,0
O=C(O)C(=O)Nc1cccc(-c2nnn[nH]2)c1,0
c1cc(-c2cc3ccc(C4=NCCN4)cc3[nH]2)ccc1C1=NCCN1,0
CCc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,1
CN1CCN(C)CC1,0
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0
Cc1ccc([N+](=O)[O-])cc1N,1
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0
CC(C)(C)C(Br)C(=O)Nc1ccccc1,0
CC(=O)OC1CC2C3(C)CCCC(C)(C)C3CCC2(C)C2(O)C=C(C=O)C(C=O)C12C,0
OOC1CCCc2ccccc21,1
Nc1ccc(N=Nc2ccc3cc(S(=O)(=O)O)c(N=Nc4ccc(Nc5ccc(N=Nc6c(S(=O)(=O)O)cc7ccc(N=Nc8ccc(N)cc8N)cc7c6O)cc5S(=O)(=O)O)cc4)c(O)c3c2)c(N)c1,1
COC(=O)C(=Cc1ccc([N+](=O)[O-])o1)[N+](=O)[O-],1
O=c1oc2c([N+](=O)[O-])ccc3ccc4cccc1c4c32,1
Cc1c[nH]c(=S)[nH]c1=O,0
O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,0
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,0
O=Cc1cccc([N+](=O)[O-])c1,1
O=[N+]([O-])c1ccc2cc3c(cc2c1)C=CC(O)C3O,1
CNC(CC(=O)O)C(=O)N(C(C(N)=O)c1ccc(O)cc1)C1C(=O)N2C1SC(C)(C)C2C(=O)O,0
CNCc1ccc(CSCCNC(=NS(C)(=O)=O)NCC(O)c2ccc(O)cc2)o1,0
c1ccc2c(c1)-c1c(c3ccccc3c3ccccc13)C1NC21,1
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,0
CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,0
CCCCOC(=O)c1ccc(N)cc1,0
CNC(=O)ONC(C)=O,1
C=C1CCC2CC1C2(C)C,0
CCCCN(CC(O)C1=CC(=[N+]=[N-])C(=O)C=C1)N=O,1
Cc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,1
Cc1nc(N)cc2[nH]c3ccccc3c12,1
C=C(C)OC(C)=O,0
[O-][N+](=Nc1ccccc1)c1ccccc1,1
Nc1cc(C(F)(F)F)ccc1Cl,0
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,1
ClCBr,1
COc1c(O)c2c(c3cc(C(=O)N4CCc5c4c(O)c(OC)c4[nH]c(C(=O)N6CC7CC78C6=CC(=O)c6[nH]cc(C)c68)cc54)[nH]c13)CCN2C(N)=O,0
CNc1ccc2ncc(C)nc2c1C,1
Nc1ccc(C=Cc2ccc(N)cc2)cc1,1
COC1(OC2CCC3C4CCC5CC6SC6CC5(C)C4CCC23C)CCCC1,0
Cc1cc(Cl)ccc1N=CN(C)C,0
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,1
CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1,1
COc1ccc2c(c1)nc(N)n2C,1
O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,0
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,0
Cn1c(N)nc2nc3cccnc3cc21,0
O=C(O)c1cc(O)c2ccccc2n1,0
c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,1
NC(CCC(=O)O)C(=O)O,0
O=c1ccc2ccccc2o1,1
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,0
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,1
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,1
C=C(Cl)C=O,1
CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,0
c1ccc(Oc2ccccc2)cc1,0
NCCc1c[nH]c2ccc(O)cc12,0
O=CNc1nc(-c2ccc([N+](=O)[O-])o2)cs1,1
COc1cc(OC)c2c(=O)c3c(O)ccc(OC)c3oc2c1,1
O=c1cn[nH]c(=O)[nH]1,1
CCCCC(CC)COS(=O)(=O)O,0
CCN(CC)N=O,1
COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,0
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1
CCN=[N+]([O-])CC,0
Oc1nsc2ccccc12,0
O=[N+]([O-])c1cc(Cl)ccc1Cl,1
NCCNCCNCCN,1
O=C(O)c1ccc2c(c1)C(=O)OC2=O,0
C=O,1
O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],1
CS(=O)(=O)O,0
Nc1ccc(N)cc1,1
CC(C)OS(C)(=O)=O,1
CN=NNC,1
Clc1ccc(CC2CO2)cc1,1
S=P(N1CC1)(N1CC1)N1CC1,1
O=c1c2c(O)cccc2oc2c3c(cc(O)c12)OC1OCCC31,0
OC1c2cccc3c2C2(OC2C1O)c1ccc2ccccc2c1-3,1
Nc1c(N=Nc2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)cc5)cc4)cc3)c(O)c12,1
O=c1cc(-c2ccccc2)cc(-c2ccccc2)n1N=Cc1ccc([N+](=O)[O-])o1,1
ClCc1ccc2c(c1)-c1cccc3cccc-2c13,1
C=C(C)C,0
CCN(CCCl)CCCNc1c2ccccc2nc2c(OC)cccc12,1
CCN(CC)N(O)N=O,1
Cc1cc(Cl)ccc1OCCCC(=O)O,0
CCCCCCCCC,0
C1=CC2OC2C=C1,1
CC12CCC(C(=O)C1=O)C2(C)C,0
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,0
CC(=O)c1ccc(NO)cc1,1
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,0
N#Cc1cccc([N+](=O)[O-])c1,1
O=[N+]([O-])c1ccc2ccc3ccc(O)c4c5ccccc5c1c2c34,1
O=[N+]([O-])c1ccc2c3c(cccc13)CC2,1
CC(=O)C=Cc1ccc2c(c1)OCO2,0
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0
CCCC(C)CC(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CCCCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,0
O=[N+]([O-])c1c(O)c(Cl)cc(Cl)c1Cl,0
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,1
Fc1ccccc1-c1ccccc1,0
O=[N+]([O-])c1ccc2cc3ccccc3cc2c1,1
ClCc1cc2cc3ccccc3c3ccc4cccc1c4c23,1
CC(=O)c1ccc([N+](=O)[O-])cc1,1
CCC(=O)C(=O)CC,1
Cc1ccc2[nH]c(N)nc2c1,1
O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,1
Cc1ccc2c([N+](=O)[O-])cccc2c1,1
CC1COc2c(N3CCN(C)CC3)c(F)c(C(=O)O)c3c(=O)ccn1c23,1
O=c1c(=O)c2ccc([N+](=O)[O-])c3ccc4cccc1c4c32,1
Cc1nc2c(cc(C)c3ccc4ccc(O)cc4c32)[nH]1,1
O=C(Cn1c(=O)sc2ccccc21)OCc1ccccc1,0
COc1ccc2nc3cc(Cl)ccc3c(NC(C)CCCN(CCCl)CCCl)c2c1,1
CC(O)CN(CC(C)O)N=O,1
Cc1cc([N+](=O)[O-])c(C)c2c1[nH]c1ccc(O)cc12,1
COc1ccc(CNC(=O)C(C)Br)cc1,1
CN(N=O)C(=N)N[N+](=O)[O-],1
Nc1cccc(N)c1,1
O=c1c2[nH]c3ccccc3c2nnn1N=Cc1ccccc1,1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,1
OCc1ccco1,0
CC(=O)Oc1cc([N+](=O)[O-])c2ccc3cccc4ccc1c2c43,1
ClC(Cl)(Cl)c1ccccc1,1
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,1
Cc1ccc(C)c(N)c1,1
ClC1C(Br)C(Br)C(Br)C(Br)C1Br,0
Oc1ccc2c(c1)-c1cc3cccc4ccc5ccc-2c1c5c43,1
Oc1ncc2ccc3cccc4ccc1c2c34,0
CCOCCO,0
CN1CC(O)c2cc3c(c4c2C1Cc1ccccc1-4)OCO3,1
O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)C=CCC4,1
Clc1ccc2oc3ccccc3c2c1,1
Cc1ccc2c(c1)-c1cc3ccccc3c3cc4ccccc4c-2c13,1
Cc1cccc(NO)c1C,1
O=CC=Cc1ccc([N+](=O)[O-])cc1,1
O=C(O)c1cccnc1,0
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(O)C2CC2)CC(O)CC1O,0
Cc1ccccc1C(=O)Cl,1
O=C1C=C2c3cc4ccccc4cc3-c3cccc(c32)C1=O,1
CNS(=O)(=O)c1ccc(N)cc1,0
COc1cccc2c1cc1c3c(cc4c(c32)OCO4)C(=O)N1,1
Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,1
COc1ccc(N)c(OC)c1,1
CCOc1ccc(N)cc1N,1
CN(C)c1ccc(N=Nc2ccccc2CO)cc1,1
Cc1ccc(S(=O)(=O)O)cc1C,0
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1
Oc1ccc2cccnc2c1,0
C=CC(=O)N(CC1CO1)CC1CO1,1
O=c1cc(CO)occ1O,1
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0
CCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,1
CCOCC1CO1,1
CC(=O)N(OC1OC(CO)C(O)C(O)C1O)c1ccc(Oc2ccc(Cl)cc2)cc1,1
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2ncc(C(=O)NCCC[S+](C)C)s2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,1
CCN(Cc1ccccc1)c1ccccc1,0
NCCO,0
Nc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,1
Oc1cccc2ccc3c4ccccc4ccc3c12,1
CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,1
COC(=O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(OC)cccc13)OCO2,1
O=C(O)c1ccccc1,0
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,0
O=CC=Cc1ccccc1[N+](=O)[O-],1
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,1
Oc1ccccc1-c1ccccc1O,0
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0
Cc1c2c(c(C)c3ccccc13)C1OC1c1ccccc1-2,1
Cn1cnc2c3cccnc3ccc21,1
CC(Cl)CCl,1
Cc1ccccc1C=O,0
COc1ccc(C=O)cc1OC,0
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)O)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,0
C[N+](=O)[O-],0
CC(N)CN,0
O=NN(c1ccc([N+](=O)[O-])cc1)C1OC(CO)C(O)C1O,1
COC(=O)CCl,0
Cc1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1,1
C=C1C(O)C2OC3(CCC(C=CC(C)C4CC(C)=CC5(OC(CC(C)(O)C(=O)O)CCC5O)O4)O3)CCC2OC1C(O)CC(C)C1OC2(CCCCO2)CCC1C,0
CC(=O)Nc1ccc(Oc2ccc(NC(C)=O)cc2)cc1,0
O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3ccccc23)cc1,0
O=C(O)C(O)C(O)C(=O)O,0
CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0
CN(C)P(=O)(N(C)C)N(C)C,0
O=[N+]([O-])c1ccc2c(c1)NCC2,1
ON1CN(Cl)CN(Cl)C1,0
C=C(Br)C(=O)O,0
O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,1
CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41,1
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,1
CC(C)OC(=O)CCl,0
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,0
CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,0
O=[N+]([O-])c1ccc2ccc3cc4ccccc4c4ccc1c2c34,1
Cc1nc2ccc(N)cc2nc1C,1
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0
Oc1c(Cl)cc(Cl)c2cccnc12,0
CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,0
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,0
CN(C)C(=S)N(C)C,0
CN(C)CCCNc1c2ccccc2nc2ccc([N+](=O)[O-])cc12,1
O=C1CN(CCN2CC(=O)N(CN3CCOCC3)C(=O)C2)CC(=O)N1CN1CCOCC1,1
Cc1ccc(Cl)cc1[N+](=O)[O-],0
O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34,1
OCCCCO,0
COC(=O)C(C#N)=Cc1ccco1,0
c1ccc2c(c1)Cc1c-2ccc2ccc3ccccc3c12,1
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,0
CC(C)N(N)C(C)C,1
c1ccc2sc(SN3CCOCC3)nc2c1,0
COS(=O)(=O)C(F)(F)F,1
c1ccc(OCC2CO2)cc1,1
Nc1ccc2nc3ccccn3c2n1,1
COc1cc(N=Nc2ccccc2)ccc1N,1
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCN(C)CCCN)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,1
c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2NC12,1
N#CC(Cl)Br,1
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,0
CCNc1nc(NC(C)C)[nH]c(=O)n1,0
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0
Oc1ccc(Cl)cc1Cl,0
CC(=O)OC1CC(C)OC(C)O1,1
O=NN(CC(=O)O)CC(=O)O,1
c1cnc2c(c1)C1OC1C1OC21,0
O=[N+]([O-])c1cc2ccc3cc([N+](=O)[O-])cc4ccc(c1)c2c34,1
COc1cc2c3c(c1)Oc1c(OC)c(OC)cc4c1C(Cc1ccc(OC)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4,1
OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O,1
C=C(C)C1C=C2C(COC(=O)CCCCCCCCCCCCCCCCC)=CC=C2C(C)=CC1,1
Oc1nc(Cl)nc(Cl)n1,0
OCCNCCO,0
COc1cc(OC)c2nc3occc3c(OC)c2c1,1
C1OCOCO1,0
O=C(O)CCC(=O)O,0
COc1cc(NC(C)CCCN)c2ncccc2c1,1
COc1cccc2c1ccc1c(C(=O)O)cc3c(c12)OCO3,1
OC1c2ccccc2-c2ccc3ccccc3c2C1O,0
O=[N+]([O-])c1cccc(S(=O)(=O)O)c1,0
Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,0
COc1ccc2c(OC)c3ccoc3nc2c1,1
N#CCCC#N,0
COc1ccc(CCl)cc1,0
COc1cc(O)c2c(=O)c3cc(OC)ccc3oc2c1,1
Nc1cc([N+](=O)[O-])ccc1CO,1
CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0
CCCCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,1
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COO,1
O=c1oc2cccc3ccc4c5ccccc5cc1c4c32,1
O=[N+]([O-])c1ccccc1O,0
Cc1cccnc1,0
O=Nc1ccc(-c2ccccc2)cc1,1
CC(=O)NNC(=O)c1ccccn1,0
CC(=O)NNc1ccc(CO)cc1,1
Cc1cnc2cc3nc(N)n(C)c3c(C)c2n1,1
CC(O)C(C)O,0
O=[N+]([O-])c1ccc(-c2ccccc2[N+](=O)[O-])c([N+](=O)[O-])c1,1
CS(=O)(=O)OCCCCOS(C)(=O)=O,1
O=C(O)CN(CC(=O)O)CC(=O)O,0
COc1cc2nc3cc(N)ccc3nc2cc1N,1
COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,0
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,0
CCC(C)(C)OC,0
NC(=O)c1cc[n+](COC[n+]2ccccc2C=NO)cc1,0
CCOC(=O)CC(C)C,0
C=C(C)c1ccc(C)c2ccc(CO)c-2c1,1
O=[N+]([O-])c1ccccc1-c1ccccc1,0
Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,1
N#Cc1cc(I)c(O)c([N+](=O)[O-])c1,0
ClC=C(Cl)COCCCl,1
O=[N+]([O-])c1ccccc1CO,0
CC(C)CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,0
CCCCCN1C2c3ccccc3-c3ccccc3C21,1
O=C(OCc1ccc([N+](=O)[O-])cc1)c1ccccc1,1
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,0
O=C(C=NO)Nc1ccccc1,0
c1ccc(Cn2ccnc2)cc1,1
Cc1cccc2cccnc12,1
CN(C)C(=O)C=Cc1ccc([N+](=O)[O-])o1,1
CCOc1cccc2cccnc12,0
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,0
C[N+](C)(C)CC(=O)[O-],0
O=C(Nc1cccc(Br)c1)c1csc([N+](=O)[O-])c1,1
O=NN(c1ccc([N+](=O)[O-])cc1)C1OCC(O)C(O)C1O,1
O=[N+]([O-])c1ccc2c3c4c(cccc4c4ccccc4c13)C1OC21,1
CCC(C)ON=O,1
Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,1
O=C(CCl)CCl,1
Cc1ccccc1Br,0
Clc1cccc(Cl)c1Cl,0
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,1
CCCC(=O)OC1CCCCC1,0
O=C(O)c1ccccc1C(=O)O,0
O=S(=O)(O)c1ccc2ccc3cccc4ccc1c2c34,1
O=CCC=O,1
Cc1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1
Cc1cc(C)n(-c2nnc(NN)c3c2[nH]c2ccccc23)n1,0
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,1
CCOC(=O)OCC,0
NC(CSC(Cl)=C(Cl)Cl)C(=O)O,1
Cn1c(=NO)[nH]c2c3cccnc3ccc21,1
Cc1c2ccncc2c(C)c2c1[nH]c1ccc(N)cc12,1
